forma,Color,Numero de paredes,Conexión hifal,Reacción con Melzer,Textura,Nombre cientifico,genero,familia,Pais,vegetacion,habitat,Localidad,Información de la especie,Particularidad,tam_min,tam_max,tam_promedio,forma_std,forma_token,espora_cilindrica,espora_clavada,espora_elipsoide,espora_fusiforme,espora_globosa,espora_irregular,espora_oblonga,espora_ovoide,espora_piriforme,espora_reniforme,espora_subglobosa,espora_triangular,color_token,color_amarillo,color_ambar,color_blanco,color_crema,color_dorado,color_gris,color_hialino,color_marron,color_miel,color_naranja,color_negro,color_ocre,color_rojo,color_sin_reporte,color_verdoso,conexion_token,textura_tokens,tex_sup_alveolada,tex_sup_aspera,tex_sup_foveolada,tex_sup_granular,tex_sup_laberintiforme,tex_sup_lisa,tex_sup_ornamentada,tex_sup_perforada,tex_sup_reticulada,tex_sup_rugosa,tex_sup_scrobiculada,tex_sup_verrugosa,tex_est_estratificada,tex_est_laminada,tex_est_membranosa,tex_est_subcapas,tex_est_sublaminada,tex_cons_delgada,tex_cons_evanescente,tex_cons_flexible,tex_cons_fragil,tex_cons_gruesa,tex_cons_mucilaginosa,tex_cons_quebradiza,tex_cons_rigida,tex_cons_semiflexible,tex_cons_suave,tex_orn_crestas,tex_orn_depresiones,tex_orn_espinas,tex_orn_estrias,tex_orn_hoyos,tex_orn_papilas,tex_orn_protuberancias,tex_orn_proyecciones,tex_orn_pustulas,tex_orn_reticulo,tex_orn_verrugas,melzer_negativo,melzer_positivo,melzer_ninguna,melzer_paredes_internas,melzer_sin_reporte
globosas a subglobosas u ovoides,amarillo palido a cafe claro,2.0,hifa suspensora simple recta o curva,no reportada,lisa,Sclerocystis rubiformis,Sclerocystis ,Glomeraceae,Brasil,Hojarasca de bosque,Suelo forestal,Amazonas,esporocarpos globosos sin peridium con a esporas radialmente dispuestas desarrollo a partir de una hifa inflada,esporocarpos con apariencia de zarzamora debido al desarrollo radial de las esporas esporas pequenas y esporocarpos sin peridium,40.0,70.0,55.0,globosa,"['ovoide', 'subglobosa', 'globosa']",0,0,0,0,1,0,0,1,0,0,1,0,"['amarillo', 'marron']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"{'estructura': ['hifa_suspensora'], 'forma': ['recta', 'curvada'], 'septo': [], 'poro': [], 'extra': []}","{'superficie': ['lisa'], 'estructura': [], 'consistencia': [], 'ornamentacion': []}",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
globosas a subglobosas u ovoides,amarillo palido a cafe claro,2.0,hifa suspensora simple recta o curva,no reportada,lisa,Sclerocystis rubiformis,Sclerocystis ,Glomeraceae,Brasil,Bosque de pino-encino,Suelo forestal,Santa Catarina,esporocarpos globosos sin peridium con a esporas radialmente dispuestas desarrollo a partir de una hifa inflada,esporocarpos con apariencia de zarzamora debido al desarrollo radial de las esporas esporas pequenas y esporocarpos sin peridium,40.0,70.0,55.0,globosa,"['ovoide', 'subglobosa', 'globosa']",0,0,0,0,1,0,0,1,0,0,1,0,"['amarillo', 'marron']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"{'estructura': ['hifa_suspensora'], 'forma': ['recta', 'curvada'], 'septo': [], 'poro': [], 'extra': []}","{'superficie': ['lisa'], 'estructura': [], 'consistencia': [], 'ornamentacion': []}",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
globosas a subglobosas u ovoides,amarillo palido a cafe claro,2.0,hifa suspensora simple recta o curva,no reportada,lisa,Sclerocystis rubiformis,Sclerocystis ,Glomeraceae,Brasil,Gramíneas nativas,Suelo forestal,Minas Gerais,esporocarpos globosos sin peridium con a esporas radialmente dispuestas desarrollo a partir de una hifa inflada,esporocarpos con apariencia de zarzamora debido al desarrollo radial de las esporas esporas pequenas y esporocarpos sin peridium,48.0,65.9,56.95,globosa,"['ovoide', 'subglobosa', 'globosa']",0,0,0,0,1,0,0,1,0,0,1,0,"['amarillo', 'marron']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"{'estructura': ['hifa_suspensora'], 'forma': ['recta', 'curvada'], 'septo': [], 'poro': [], 'extra': []}","{'superficie': ['lisa'], 'estructura': [], 'consistencia': [], 'ornamentacion': []}",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
globosas a subglobosas u ovoides,amarillo palido a cafe claro,2.0,hifa suspensora simple recta o curva,no reportada,lisa,Sclerocystis rubiformis,Sclerocystis ,Glomeraceae,Costa Rica,Quercus humboldtii,Suelo forestal,Cartago,esporocarpos globosos sin peridium con a esporas radialmente dispuestas desarrollo a partir de una hifa inflada,esporocarpos con apariencia de zarzamora debido al desarrollo radial de las esporas esporas pequenas y esporocarpos sin peridium,45.0,65.6,55.3,globosa,"['ovoide', 'subglobosa', 'globosa']",0,0,0,0,1,0,0,1,0,0,1,0,"['amarillo', 'marron']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"{'estructura': ['hifa_suspensora'], 'forma': ['recta', 'curvada'], 'septo': [], 'poro': [], 'extra': []}","{'superficie': ['lisa'], 'estructura': [], 'consistencia': [], 'ornamentacion': []}",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
globosas a subglobosas u ovoides,amarillo palido a cafe claro,2.0,hifa suspensora simple recta o curva,no reportada,lisa,Sclerocystis rubiformis,Sclerocystis ,Glomeraceae,Colombia,Zea mays,Valle Interandino,Caldas,esporocarpos globosos sin peridium con a esporas radialmente dispuestas desarrollo a partir de una hifa inflada,esporocarpos con apariencia de zarzamora debido al desarrollo radial de las esporas esporas pequenas y esporocarpos sin peridium,45.9,54.6,50.25,globosa,"['ovoide', 'subglobosa', 'globosa']",0,0,0,0,1,0,0,1,0,0,1,0,"['amarillo', 'marron']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"{'estructura': ['hifa_suspensora'], 'forma': ['recta', 'curvada'], 'septo': [], 'poro': [], 'extra': []}","{'superficie': ['lisa'], 'estructura': [], 'consistencia': [], 'ornamentacion': []}",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
clavadas ovoideas o elipticas,cafe anaranjado,1.0,hifa suspensora cilindrica o ligeramente acampanada conectada a un plexo central,no reportada,sublaminada con laminaciones,Sclerocystis sinuosa,Sclerocystis ,Glomeraceae,Perú,Hojarasca de bosque,Suelo forestal,Cusco,esporocarpos con un denso peridium de hifas que cubren las esporas esporas organizadas en una capa simple sobre un plexo hifal central,presencia de peridium denso y tallo monohifal esporocarpos visibles en fases especificas de desarrollo,28.0,63.0,45.5,ovoide,"['clavada', 'ovoide']",0,1,0,0,0,0,0,1,0,0,0,0,"['marron', 'naranja']",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"{'estructura': ['hifa_suspensora', 'plexo_central'], 'forma': ['cilindrica', 'acampanada'], 'septo': [], 'poro': [], 'extra': []}","{'superficie': [], 'estructura': ['sublaminada', 'laminada'], 'consistencia': [], 'ornamentacion': []}",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
clavadas ovoideas o elipticas,cafe anaranjado,1.0,hifa suspensora cilindrica o ligeramente acampanada conectada a un plexo central,no reportada,sublaminada con laminaciones,Sclerocystis sinuosa,Sclerocystis ,Glomeraceae,México,Quercus humboldtii,Suelo forestal,Oaxaca,esporocarpos con un denso peridium de hifas que cubren las esporas esporas organizadas en una capa simple sobre un plexo hifal central,presencia de peridium denso y tallo monohifal esporocarpos visibles en fases especificas de desarrollo,37.6,69.7,53.650000000000006,ovoide,"['clavada', 'ovoide']",0,1,0,0,0,0,0,1,0,0,0,0,"['marron', 'naranja']",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"{'estructura': ['hifa_suspensora', 'plexo_central'], 'forma': ['cilindrica', 'acampanada'], 'septo': [], 'poro': [], 'extra': []}","{'superficie': [], 'estructura': ['sublaminada', 'laminada'], 'consistencia': [], 'ornamentacion': []}",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
clavadas ovoideas o elipticas,cafe anaranjado,1.0,hifa suspensora cilindrica o ligeramente acampanada conectada a un plexo central,no reportada,sublaminada con laminaciones,Sclerocystis sinuosa,Sclerocystis ,Glomeraceae,Perú,Gramíneas nativas,Suelo forestal,Loreto,esporocarpos con un denso peridium de hifas que cubren las esporas esporas organizadas en una capa simple sobre un plexo hifal central,presencia de peridium denso y tallo monohifal esporocarpos visibles en fases especificas de desarrollo,29.8,79.6,54.699999999999996,ovoide,"['clavada', 'ovoide']",0,1,0,0,0,0,0,1,0,0,0,0,"['marron', 'naranja']",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"{'estructura': ['hifa_suspensora', 'plexo_central'], 'forma': ['cilindrica', 'acampanada'], 'septo': [], 'poro': [], 'extra': []}","{'superficie': [], 'estructura': ['sublaminada', 'laminada'], 'consistencia': [], 'ornamentacion': []}",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
clavadas ovoideas o elipticas,cafe anaranjado,1.0,hifa suspensora cilindrica o ligeramente acampanada conectada a un plexo central,no reportada,sublaminada con laminaciones,Sclerocystis sinuosa,Sclerocystis ,Glomeraceae,Ecuador,Gramíneas invasoras,Rastrojo,Guayas,esporocarpos con un denso peridium de hifas que cubren las esporas esporas organizadas en una capa simple sobre un plexo hifal central,presencia de peridium denso y tallo monohifal esporocarpos visibles en fases especificas de desarrollo,32.1,46.0,39.05,ovoide,"['clavada', 'ovoide']",0,1,0,0,0,0,0,1,0,0,0,0,"['marron', 'naranja']",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"{'estructura': ['hifa_suspensora', 'plexo_central'], 'forma': ['cilindrica', 'acampanada'], 'septo': [], 'poro': [], 'extra': []}","{'superficie': [], 'estructura': ['sublaminada', 'laminada'], 'consistencia': [], 'ornamentacion': []}",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
clavadas ovoideas o elipticas,cafe anaranjado,1.0,hifa suspensora cilindrica o ligeramente acampanada conectada a un plexo central,no reportada,sublaminada con laminaciones,Sclerocystis sinuosa,Sclerocystis ,Glomeraceae,Colombia,Vegetación secundaria,Rastrojo,Boyacá,esporocarpos con un denso peridium de hifas que cubren las esporas esporas organizadas en una capa simple sobre un plexo hifal central,presencia de peridium denso y tallo monohifal esporocarpos visibles en fases especificas de desarrollo,47.7,69.2,58.45,ovoide,"['clavada', 'ovoide']",0,1,0,0,0,0,0,1,0,0,0,0,"['marron', 'naranja']",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"{'estructura': ['hifa_suspensora', 'plexo_central'], 'forma': ['cilindrica', 'acampanada'], 'septo': [], 'poro': [], 'extra': []}","{'superficie': [], 'estructura': ['sublaminada', 'laminada'], 'consistencia': [], 'ornamentacion': []}",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
clavadas cilindro clavadas triangulares o irregulares,cafe rojizo cafe o cafe oscuro,2.0,hifa suspensora conectada a un plexo hifal central,no reportada,laminada o simple,Sclerocystis taiwanensis,Sclerocystis ,Glomeraceae,Perú,Quercus humboldtii,Suelo forestal,Ucayali,esporocarpos sin peridium con esporas organizadas radialmente en una capa comprimida rodeada de una hifa plexus central,engrosamiento en el apice de la capa de la pared de la espora ausencia de peridium y capas separables en la base de la espora,17.5,105.0,61.25,clavada,"['irregular', 'clavada', 'triangular']",0,1,0,0,0,1,0,0,0,0,0,1,"['marron', 'rojo']",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"{'estructura': ['hifa_suspensora', 'plexo_central', 'plexo_central'], 'forma': [], 'septo': [], 'poro': [], 'extra': []}","{'superficie': [], 'estructura': ['laminada'], 'consistencia': [], 'ornamentacion': []}",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
clavadas cilindro clavadas triangulares o irregulares,cafe rojizo cafe o cafe oscuro,2.0,hifa suspensora conectada a un plexo hifal central,no reportada,laminada o simple,Sclerocystis taiwanensis,Sclerocystis ,Glomeraceae,Colombia,Praderas mejoradas,Agroecosistema,Meta,esporocarpos sin peridium con esporas organizadas radialmente en una capa comprimida rodeada de una hifa plexus central,engrosamiento en el apice de la capa de la pared de la espora ausencia de peridium y capas separables en la base de la espora,31.6,67.6,49.599999999999994,clavada,"['irregular', 'clavada', 'triangular']",0,1,0,0,0,1,0,0,0,0,0,1,"['marron', 'rojo']",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"{'estructura': ['hifa_suspensora', 'plexo_central', 'plexo_central'], 'forma': [], 'septo': [], 'poro': [], 'extra': []}","{'superficie': [], 'estructura': ['laminada'], 'consistencia': [], 'ornamentacion': []}",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
clavadas cilindro clavadas triangulares o irregulares,cafe rojizo cafe o cafe oscuro,2.0,hifa suspensora conectada a un plexo hifal central,no reportada,laminada o simple,Sclerocystis taiwanensis,Sclerocystis ,Glomeraceae,Perú,Quercus humboldtii,Suelo forestal,San Martín,esporocarpos sin peridium con esporas organizadas radialmente en una capa comprimida rodeada de una hifa plexus central,engrosamiento en el apice de la capa de la pared de la espora ausencia de peridium y capas separables en la base de la espora,32.2,77.0,54.6,clavada,"['irregular', 'clavada', 'triangular']",0,1,0,0,0,1,0,0,0,0,0,1,"['marron', 'rojo']",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"{'estructura': ['hifa_suspensora', 'plexo_central', 'plexo_central'], 'forma': [], 'septo': [], 'poro': [], 'extra': []}","{'superficie': [], 'estructura': ['laminada'], 'consistencia': [], 'ornamentacion': []}",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
clavadas cilindro clavadas triangulares o irregulares,cafe rojizo cafe o cafe oscuro,2.0,hifa suspensora conectada a un plexo hifal central,no reportada,laminada o simple,Sclerocystis taiwanensis,Sclerocystis ,Glomeraceae,Brasil,Bosque de pino-encino,Suelo forestal,Bahía,esporocarpos sin peridium con esporas organizadas radialmente en una capa comprimida rodeada de una hifa plexus central,engrosamiento en el apice de la capa de la pared de la espora ausencia de peridium y capas separables en la base de la espora,37.2,56.2,46.7,clavada,"['irregular', 'clavada', 'triangular']",0,1,0,0,0,1,0,0,0,0,0,1,"['marron', 'rojo']",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"{'estructura': ['hifa_suspensora', 'plexo_central', 'plexo_central'], 'forma': [], 'septo': [], 'poro': [], 'extra': []}","{'superficie': [], 'estructura': ['laminada'], 'consistencia': [], 'ornamentacion': []}",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
clavadas cilindro clavadas triangulares o irregulares,cafe rojizo cafe o cafe oscuro,2.0,hifa suspensora conectada a un plexo hifal central,no reportada,laminada o simple,Sclerocystis taiwanensis,Sclerocystis ,Glomeraceae,Colombia,Quercus humboldtii,Suelo forestal,Boyacá,esporocarpos sin peridium con esporas organizadas radialmente en una capa comprimida rodeada de una hifa plexus central,engrosamiento en el apice de la capa de la pared de la espora ausencia de peridium y capas separables en la base de la espora,33.5,82.8,58.15,clavada,"['irregular', 'clavada', 'triangular']",0,1,0,0,0,1,0,0,0,0,0,1,"['marron', 'rojo']",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"{'estructura': ['hifa_suspensora', 'plexo_central', 'plexo_central'], 'forma': [], 'septo': [], 'poro': [], 'extra': []}","{'superficie': [], 'estructura': ['laminada'], 'consistencia': [], 'ornamentacion': []}",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
globosa subglobosa elipsoide irregular,amarillo palido a girasol,3.0,hifa sustentora hialina a blanca amarillenta recta o curvada poro cerrado por un septo,negativa,superficie inferior lisa superior ornamentada con agujeros,Pacispora boliviana,Pacispora,Pacisporaceae,Perú,Gramíneas nativas,Suelo forestal,Cusco,esporas con ornamentacion estructural de la capa laminada asociadas a bosques naturales en zonas semiaridas y selvas tropicales,esporas ornamentadas con agujeros unicos en la capa estructural laminada distinta de gl multiforum,70.0,95.0,82.5,globosa,"['irregular', 'elipsoide', 'subglobosa', 'globosa']",0,0,1,0,1,1,0,0,0,0,1,0,['amarillo'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'estructura': ['hifa_suspensora'], 'forma': ['recta', 'curvada', 'curvada'], 'septo': [], 'poro': ['poro_cerrado'], 'extra': []}","{'superficie': ['lisa', 'ornamentada'], 'estructura': [], 'consistencia': [], 'ornamentacion': []}",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
globosa subglobosa elipsoide irregular,amarillo palido a girasol,3.0,hifa sustentora hialina a blanca amarillenta recta o curvada poro cerrado por un septo,negativa,superficie inferior lisa superior ornamentada con agujeros,Pacispora boliviana,Pacispora,Pacisporaceae,México,Coffea arabica,Agroecosistema,Veracruz,esporas con ornamentacion estructural de la capa laminada asociadas a bosques naturales en zonas semiaridas y selvas tropicales,esporas ornamentadas con agujeros unicos en la capa estructural laminada distinta de gl multiforum,70.0,95.0,82.5,globosa,"['irregular', 'elipsoide', 'subglobosa', 'globosa']",0,0,1,0,1,1,0,0,0,0,1,0,['amarillo'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'estructura': ['hifa_suspensora'], 'forma': ['recta', 'curvada', 'curvada'], 'septo': [], 'poro': ['poro_cerrado'], 'extra': []}","{'superficie': ['lisa', 'ornamentada'], 'estructura': [], 'consistencia': [], 'ornamentacion': []}",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
globosa subglobosa elipsoide irregular,amarillo palido a girasol,3.0,hifa sustentora hialina a blanca amarillenta recta o curvada poro cerrado por un septo,negativa,superficie inferior lisa superior ornamentada con agujeros,Pacispora boliviana,Pacispora,Pacisporaceae,Brasil,Gramíneas nativas,Suelo forestal,Mato Grosso,esporas con ornamentacion estructural de la capa laminada asociadas a bosques naturales en zonas semiaridas y selvas tropicales,esporas ornamentadas con agujeros unicos en la capa estructural laminada distinta de gl multiforum,79.8,103.4,91.6,globosa,"['irregular', 'elipsoide', 'subglobosa', 'globosa']",0,0,1,0,1,1,0,0,0,0,1,0,['amarillo'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'estructura': ['hifa_suspensora'], 'forma': ['recta', 'curvada', 'curvada'], 'septo': [], 'poro': ['poro_cerrado'], 'extra': []}","{'superficie': ['lisa', 'ornamentada'], 'estructura': [], 'consistencia': [], 'ornamentacion': []}",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
globosa subglobosa elipsoide irregular,amarillo palido a girasol,3.0,hifa sustentora hialina a blanca amarillenta recta o curvada poro cerrado por un septo,negativa,superficie inferior lisa superior ornamentada con agujeros,Pacispora boliviana,Pacispora,Pacisporaceae,Costa Rica,Quercus humboldtii,Suelo forestal,Cartago,esporas con ornamentacion estructural de la capa laminada asociadas a bosques naturales en zonas semiaridas y selvas tropicales,esporas ornamentadas con agujeros unicos en la capa estructural laminada distinta de gl multiforum,73.4,73.3,73.35,globosa,"['irregular', 'elipsoide', 'subglobosa', 'globosa']",0,0,1,0,1,1,0,0,0,0,1,0,['amarillo'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'estructura': ['hifa_suspensora'], 'forma': ['recta', 'curvada', 'curvada'], 'septo': [], 'poro': ['poro_cerrado'], 'extra': []}","{'superficie': ['lisa', 'ornamentada'], 'estructura': [], 'consistencia': [], 'ornamentacion': []}",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
globosa subglobosa elipsoide irregular,amarillo palido a girasol,3.0,hifa sustentora hialina a blanca amarillenta recta o curvada poro cerrado por un septo,negativa,superficie inferior lisa superior ornamentada con agujeros,Pacispora boliviana,Pacispora,Pacisporaceae,Ecuador,Alnus acuminata,Bosque Altoandino,Azuay,esporas con ornamentacion estructural de la capa laminada asociadas a bosques naturales en zonas semiaridas y selvas tropicales,esporas ornamentadas con agujeros unicos en la capa estructural laminada distinta de gl multiforum,77.3,86.1,81.69999999999999,globosa,"['irregular', 'elipsoide', 'subglobosa', 'globosa']",0,0,1,0,1,1,0,0,0,0,1,0,['amarillo'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'estructura': ['hifa_suspensora'], 'forma': ['recta', 'curvada', 'curvada'], 'septo': [], 'poro': ['poro_cerrado'], 'extra': []}","{'superficie': ['lisa', 'ornamentada'], 'estructura': [], 'consistencia': [], 'ornamentacion': []}",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
globosa subglobosa ovoide triangular irregular,subhialina a blanca,2.0,hifa sustentora tubular contraida en la union con la espora poro cerrado,positiva,ornamentada con verrugas y proyecciones despuntadas,Pacispora chimonobambusae,Pacispora,Pacisporaceae,Ecuador,Gramíneas nativas,Suelo forestal,Manabí,esporas ornamentadas con proyecciones largas en la pared asociadas al bambu,unica por sus ornamentaciones largas y reaccion distintiva en melzer,110.0,180.0,145.0,globosa,"['ovoide', 'triangular', 'subglobosa', 'irregular', 'globosa']",0,0,0,0,1,1,0,1,0,0,1,1,"['blanco', 'hialino']",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"{'estructura': ['hifa_suspensora'], 'forma': ['contraida', 'tubular'], 'septo': [], 'poro': ['poro_cerrado'], 'extra': []}","{'superficie': ['ornamentada'], 'estructura': [], 'consistencia': [], 'ornamentacion': ['verrugas', 'proyecciones']}",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
globosa subglobosa ovoide triangular irregular,subhialina a blanca,2.0,hifa sustentora tubular contraida en la union con la espora poro cerrado,positiva,ornamentada con verrugas y proyecciones despuntadas,Pacispora chimonobambusae,Pacispora,Pacisporaceae,Colombia,Bosque de pino-encino,Suelo forestal,Nariño,esporas ornamentadas con proyecciones largas en la pared asociadas al bambu,unica por sus ornamentaciones largas y reaccion distintiva en melzer,110.0,180.0,145.0,globosa,"['ovoide', 'triangular', 'subglobosa', 'irregular', 'globosa']",0,0,0,0,1,1,0,1,0,0,1,1,"['blanco', 'hialino']",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"{'estructura': ['hifa_suspensora'], 'forma': ['contraida', 'tubular'], 'septo': [], 'poro': ['poro_cerrado'], 'extra': []}","{'superficie': ['ornamentada'], 'estructura': [], 'consistencia': [], 'ornamentacion': ['verrugas', 'proyecciones']}",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
globosa subglobosa ovoide triangular irregular,subhialina a blanca,2.0,hifa sustentora tubular contraida en la union con la espora poro cerrado,positiva,ornamentada con verrugas y proyecciones despuntadas,Pacispora chimonobambusae,Pacispora,Pacisporaceae,México,Quercus humboldtii,Suelo forestal,Puebla,esporas ornamentadas con proyecciones largas en la pared asociadas al bambu,unica por sus ornamentaciones largas y reaccion distintiva en melzer,110.4,141.2,125.8,globosa,"['ovoide', 'triangular', 'subglobosa', 'irregular', 'globosa']",0,0,0,0,1,1,0,1,0,0,1,1,"['blanco', 'hialino']",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"{'estructura': ['hifa_suspensora'], 'forma': ['contraida', 'tubular'], 'septo': [], 'poro': ['poro_cerrado'], 'extra': []}","{'superficie': ['ornamentada'], 'estructura': [], 'consistencia': [], 'ornamentacion': ['verrugas', 'proyecciones']}",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
